field,yield_fact
02.09.08.010.00,0.0
02.09.08.011.00,0.08418181818181818
02.09.08.012.00,0.0
02.09.08.013.00,0.032
02.09.08.014.00,350.9464
02.09.08.015.00,0.0
02.09.08.016.00,0.07377777777777779
02.09.08.017.00,0.14477124183006534
02.09.08.018.00,0.0
02.09.08.019.00,0.0
02.09.08.020.00,0.4507017543859649
02.09.08.021.00,0.1225
02.09.08.022.00,0.005098039215686275
02.09.08.023.00,401.41124999999994
02.09.08.028.00,0.0
02.09.08.028.01,29.767936507936508
02.09.08.028.02,0.16833333333333333
02.09.08.029.00,0.0
02.09.08.030.00,0.0
02.09.08.031.00,0.0
02.09.08.032.00,0.0
02.09.08.033.00,0.8671153846153847
02.09.08.034.00,0.0
02.09.08.035.00,0.09384615384615384
02.09.08.036.00,33.76603448275862
02.09.08.037.00,0.11518518518518518
02.09.08.038.00,0.6352380952380953
02.09.08.039.00,0.12333333333333334
02.09.08.040.02,0.13294117647058823
02.09.08.041.00,0.20214285714285715
02.09.08.042.00,0.0
02.09.08.043.01,0.4789473684210526
02.09.08.043.02,71.03742857142856
02.09.08.044.00,0.3168131868131868
02.09.08.045.00,0.084
02.09.08.046.00,0.057105263157894735
02.09.08.047.00,0.07976190476190477
02.09.08.048.00,0.08121212121212122
02.09.08.049.00,0.0781081081081081
02.09.08.050.00,0.5046268656716418
02.09.08.051.00,0.032745098039215687
02.09.08.052.00,0.0
02.09.08.052.01,0.22414893617021278
02.09.08.052.02,15.205
02.09.08.053.00,0.6345794392523365
02.09.08.054.00,0.6369047619047619
02.09.08.054.01,0.11299999999999999
02.09.08.054.02,0.03307692307692307
02.09.08.055.00,0.1282222222222222
02.09.08.056.00,212.3476785714286
02.09.08.057.01,0.027894736842105264
02.09.08.057.02,269.98275
02.09.08.058.00,0.0
02.09.08.059.00,0.13048780487804879
02.09.08.060.00,0.0
02.09.08.061.00,0.0
02.09.08.062.00,0.0
02.09.09.008.00,0.07142857142857142
02.09.09.009.00,0.14225000000000002
02.09.09.010.00,4.426086956521739
02.09.09.011.00,0.24831325301204818
02.09.09.012.00,0.0
02.09.09.013.00,0.18264150943396226
02.09.09.014.00,0.11034482758620691
02.09.09.018.00,0.1384873949579832
02.09.09.019.00,57.123749999999994
02.09.09.021.00,0.0
02.09.09.024.00,277.27990825688073
02.09.09.025.00,0.1424561403508772
02.09.12.001.00,0.0
02.09.12.005.00,0.0
02.09.12.006.00,0.0
02.09.12.009.00,0.25974358974358974
02.09.12.017.00,0.2657522123893805
02.09.12.018.00,0.0
02.09.12.019.00,0.0
02.09.12.020.00,0.17880000000000001
02.09.12.021.00,0.0
02.09.12.021.01,0.26184615384615384
02.09.12.022.00,0.0
02.09.12.023.00,0.0
02.09.12.023.01,0.0010714285714285715
02.09.12.023.02,0.001851851851851852
02.09.12.024.00,0.2944761904761905
02.09.12.025.00,0.0
02.09.12.026.00,0.0
02.09.12.027.00,0.0
02.09.12.028.00,0.3960714285714286
02.09.12.029.00,0.35078947368421054
02.12.07.042.00,256.5808108108108
02.12.07.043.00,0.27042553191489366
02.12.07.044.00,0.4984615384615385
02.12.11.001.00,0.046071428571428576
02.12.11.003.00,0.06083333333333333
02.12.11.004.00,0.03727272727272727
02.12.11.005.00,0.035
02.12.11.006.00,0.018709677419354837
02.23.03.002.00,0.9288073394495412
02.23.03.003.00,0.0
02.23.03.004.00,1.1624742268041237
02.23.03.005.00,0.0
02.23.03.006.01,0.0
02.23.03.007.00,0.0010204081632653062
02.23.03.008.00,1.6504310344827586
02.23.03.009.00,0.0
02.23.03.011.00,0.0
02.23.03.011.01,0.0010526315789473684
02.23.03.011.02,0.3173333333333333
02.23.03.012.00,0.437536231884058
02.23.03.014.00,0.14428571428571427
02.23.03.015.00,0.1258139534883721
02.23.03.016.00,0.0011111111111111111
02.23.03.017.00,1.238723404255319
02.23.03.018.00,0.002285714285714286
02.23.03.019.00,1.058198198198198
02.23.03.020.00,0.0
02.23.03.021.00,0.2884313725490196
02.23.03.022.00,0.2297752808988764
02.23.03.023.00,0.0
02.23.03.023.01,0.03294117647058824
02.23.03.023.02,0.0025
02.23.03.024.00,0.678955223880597
02.23.03.024.01,0.0
02.23.03.024.02,0.0
02.23.03.025.00,0.6691891891891892
02.23.03.026.00,0.3781578947368421
02.23.03.027.00,0.0003225806451612903
02.23.03.029.00,0.0
02.23.03.030.00,1.164873949579832
02.23.03.030.01,1.2929166666666667
02.23.03.030.02,0.0
02.23.03.031.00,0.0
02.23.03.033.00,0.0
02.23.03.034.00,0.0
02.23.03.035.00,0.0
02.23.09.001.00,0.13333333333333333
02.23.09.002.00,0.10434782608695652
02.23.09.005.00,0.00045454545454545455
02.23.11.001.00,0.0
02.23.11.003.00,0.38384615384615384
02.23.11.003.01,0.0
02.23.11.006.00,0.0
02.23.11.007.00,0.0
02.23.11.008.00,0.0
02.23.11.009.00,0.3584615384615385
02.23.11.010.00,0.14952380952380953
02.23.11.011.00,0.0
02.23.11.011.01,0.21727272727272726
02.23.11.011.02,0.25073170731707317
02.23.11.012.00,0.0
02.23.11.013.00,0.1184375
02.23.11.014.00,0.0
02.23.11.015.00,0.17955555555555555
02.23.11.017.00,45.950555555555546
02.23.11.021.00,0.0
02.23.11.022.00,0.0
02.23.11.023.00,0.0
02.23.11.025.00,0.0
02.23.11.026.00,0.31980769230769235
02.23.11.027.00,0.14222222222222222
02.23.11.028.00,0.10533333333333333
02.23.11.029.00,0.0
02.23.11.030.00,0.10800000000000001
02.23.11.031.00,0.0
02.23.11.032.00,0.0
02.23.11.032.01,0.0
02.23.11.032.02,0.6625
02.23.11.033.00,0.0
02.23.11.035.00,0.22549999999999998
02.23.11.036.00,0.06318181818181817
02.23.11.037.00,0.044444444444444446
02.23.11.038.00,0.0
02.23.11.039.00,86.56038461538462
02.23.11.040.00,0.18600000000000003
02.23.11.041.00,0.07473684210526316
02.23.11.042.00,0.0
02.23.11.044.00,0.36281250000000004
02.23.11.045.00,0.0
02.23.11.045.01,0.17238095238095238
02.23.11.045.02,0.3896551724137931
02.23.11.045.03,0.20815384615384616
02.23.11.046.00,0.0
02.23.11.047.00,0.7041176470588235
02.23.11.048.00,0.0
02.23.11.049.00,0.0
02.23.11.049.01,0.8205882352941177
02.23.11.049.02,0.11884615384615384
02.23.11.049.03,0.28
02.23.11.050.00,0.11137931034482759
02.23.11.051.00,0.0
02.23.11.052.00,0.6971311475409836
02.23.11.053.00,14.755393258426967
02.23.11.054.00,0.08818181818181818
02.23.11.057.00,0.0
02.23.11.058.00,0.0
02.23.11.059.00,0.0007482993197278912
02.23.11.060.00,0.349375
02.23.11.061.00,0.6129411764705882
02.23.11.062.00,0.0
16.13.11.001.00,0.13161290322580646
16.13.11.002.00,0.1509090909090909
16.13.11.003.00,0.12947368421052632
16.13.11.004.00,0.23578947368421055
16.13.11.005.00,0.0
16.13.11.006.00,0.0
16.13.11.008.00,0.0
16.13.11.009.00,0.1626315789473684
16.13.12.001.00,0.0
16.13.12.002.00,0.0
16.13.12.003.00,0.0
16.13.12.003.01,0.7041269841269842
16.13.12.003.02,0.0
16.13.12.004.00,0.09115384615384615
16.13.12.006.00,0.37300000000000005
16.13.12.007.00,0.26954545454545453
16.13.12.008.00,0.0
16.13.12.009.00,0.0
16.13.12.011.00,0.050625
16.13.12.012.00,0.19137931034482758
16.13.12.013.00,1.774137931034483
16.13.12.014.00,0.15
16.13.12.015.00,0.1255
16.13.12.016.00,0.148
16.13.12.017.00,0.10703125
16.13.12.018.00,0.0
16.13.12.019.00,0.08
16.13.12.020.00,0.1875
16.13.12.021.00,0.07277777777777777
16.13.12.022.00,0.17666666666666667
16.13.12.023.00,1.0823333333333334
16.13.12.024.00,1.694390243902439
16.13.12.025.00,0.33799999999999997
16.13.12.026.00,0.14950000000000002
16.13.12.027.00,0.11950000000000001
16.13.12.028.00,0.905625
16.13.12.029.00,0.08166666666666667
16.13.12.030.00,0.069375
16.13.12.031.00,1.2706896551724136
16.13.12.032.00,0.9176315789473684
16.13.12.033.00,0.10375000000000001
16.13.12.034.00,0.0
16.13.12.035.00,1.498139534883721
16.13.12.036.00,1.32675
16.13.12.037.00,1.4995774647887323
16.13.12.038.00,1.4717021276595745
16.13.12.039.00,0.3354054054054054
16.13.12.040.00,0.2173170731707317
16.13.12.041.00,0.18712328767123287
16.13.12.042.00,1.5445454545454544
16.13.12.043.00,1.1635294117647057
16.13.12.044.00,0.07408163265306122
16.13.12.045.00,0.1671111111111111
16.13.12.046.00,0.35612244897959183
16.13.12.047.00,0.22596774193548386
16.13.12.048.00,0.15625
16.13.12.049.00,0.13090909090909092
16.13.12.052.00,1.0617241379310345
16.13.12.053.00,0.14375000000000002
16.13.12.054.00,0.019333333333333334
16.13.12.055.00,0.02666666666666667
16.13.12.056.00,0.2438
16.13.12.057.00,0.024222222222222218
16.13.12.058.00,0.14934782608695651
16.13.12.059.00,0.5772173913043478
16.13.12.060.00,0.20763157894736842
16.13.12.061.00,0.31545454545454543
16.13.12.062.01,0.4497777777777777
16.13.12.062.02,0.1945
16.13.12.064.00,0.3139130434782609
16.13.12.065.00,0.060892857142857144
16.13.12.066.00,0.24810344827586206
16.13.12.067.00,0.14784172661870504
16.13.12.068.00,0.09266666666666666
16.13.12.069.00,0.05734375
16.13.12.070.00,0.3495238095238095
16.13.12.071.00,0.03272727272727273
16.13.12.072.00,0.24363636363636365
16.13.12.073.00,0.0
16.13.12.074.00,0.0
16.13.12.075.00,0.0
16.13.13.001.00,0.0
16.13.13.002.00,0.0
16.13.13.003.00,0.0
16.13.13.004.00,0.0
16.13.13.005.00,0.0
16.13.13.006.00,0.0
16.13.13.007.00,0.0
16.13.13.008.00,0.0
16.13.13.009.00,0.0
16.13.13.010.00,0.15866666666666665
16.13.13.011.00,0.0
16.13.13.012.00,0.21305555555555555
16.13.13.013.00,0.3713953488372093
16.13.13.014.00,0.32838709677419353
16.13.13.015.00,0.2575
16.13.13.016.00,0.046296296296296294
16.13.13.017.00,0.44921348314606746
16.13.13.018.00,0.2273333333333333
16.13.13.019.00,0.3358695652173913
16.13.13.020.00,0.16269230769230772
16.13.13.021.00,0.0
16.13.13.022.00,0.1005
16.13.13.023.00,0.1732142857142857
16.13.13.024.00,0.8619565217391304
16.13.13.025.00,1.0434375
16.13.13.026.00,0.348125
16.13.13.027.00,0.46808510638297873
16.13.13.028.00,0.6012500000000001
16.13.13.029.00,1.7693750000000001
16.13.13.030.00,0.819375
16.13.13.031.00,0.473125
16.13.13.032.00,0.9188888888888889
16.13.13.033.00,0.7898245614035087
16.13.13.034.00,1.0107142857142857
16.13.13.035.00,0.2785185185185185
16.13.13.036.00,0.17666666666666667
16.13.13.037.00,0.61875
16.13.13.038.00,0.595
16.13.13.039.00,0.5676923076923077
16.13.13.040.00,0.2857142857142857
16.13.13.041.00,0.715625
16.13.13.042.00,0.4388135593220339
16.13.13.043.00,0.3796153846153846
16.13.13.044.00,0.8480281690140845
16.13.13.045.01,0.37063291139240506
16.13.13.045.02,0.04421052631578947
16.13.13.045.03,0.056842105263157895
16.13.13.045.04,1.0707407407407408
16.13.13.046.01,0.2804651162790697
16.13.13.046.02,0.3566666666666667
16.13.13.046.03,0.09480000000000001
16.13.13.046.04,0.11307692307692307
16.13.13.047.00,0.7491071428571429
16.13.13.048.00,0.35868421052631577
16.13.13.049.00,0.0
16.13.13.050.00,1.2127027027027026
16.13.13.051.00,0.14256410256410257
16.13.13.052.00,0.00818181818181818
16.13.15.001.00,0.308
16.13.15.002.00,0.4472
16.13.15.004.00,0.3783783783783784
16.13.15.005.00,0.6281081081081081
16.13.15.006.00,0.6831999999999999
16.13.15.007.00,0.7661764705882353
16.13.15.008.00,0.3311111111111111
16.13.15.009.00,0.1196875
16.13.15.010.00,0.13373134328358208
16.13.15.011.00,0.35789473684210527
16.13.15.012.00,0.23285714285714285
16.13.15.013.00,1.61
16.13.15.014.00,0.13999999999999999
16.13.15.015.00,0.13689655172413792
16.13.15.016.00,0.16416666666666666
16.13.15.017.00,1.1382857142857143
16.13.15.018.00,0.07242424242424243
16.13.15.020.00,0.12461538461538463
16.13.15.021.00,0.09804878048780487
16.13.15.022.00,0.9310526315789475
16.13.16.001.00,0.5257692307692308
16.13.16.002.00,0.43242857142857144
16.13.16.003.00,1.0140909090909092
16.13.16.004.00,1.038695652173913
16.13.16.006.00,0.40812499999999996
16.13.16.007.00,0.4084
16.13.16.008.08,0.092
16.13.16.008.09,0.155
16.13.16.009.00,0.092
16.13.16.010.00,0.015000000000000001
16.13.16.011.00,0.014444444444444446
16.13.16.012.00,0.043333333333333335
16.13.16.013.00,0.0625
16.13.16.014.00,0.0525
16.13.16.015.00,0.47650000000000003
16.13.16.016.00,0.48454545454545456
16.13.16.017.00,0.9008333333333333
16.13.16.018.00,1.15925
16.13.16.019.00,0.3311627906976744
16.13.16.020.00,0.4759375
16.13.16.021.00,0.92015625
16.13.16.023.00,0.26806451612903226
16.13.16.024.00,0.37655172413793103
16.13.16.025.00,1.0722058823529412
16.13.16.026.00,0.41866666666666663
16.13.16.027.00,0.6885
16.13.16.028.00,0.7710344827586206
16.13.16.029.00,0.758157894736842
16.13.16.030.00,0.5496774193548387
16.13.16.031.00,0.6742857142857144
16.13.16.032.00,0.4089583333333333
16.13.16.033.00,0.6625925925925926
16.13.16.034.00,0.768139534883721
16.13.16.035.00,0.14351351351351352
16.13.16.036.00,0.5888888888888889
16.13.16.037.00,0.11432432432432431
16.13.16.038.00,0.7009090909090909
16.13.16.039.00,0.513695652173913
16.13.16.040.00,0.22414285714285714
16.13.16.041.00,0.16515151515151516
16.13.16.042.00,1.1689090909090907
16.13.16.043.00,0.7757142857142857
16.13.16.044.00,1.322105263157895
16.13.16.045.00,0.825
16.13.16.046.00,0.9011764705882354
16.13.16.047.00,0.5025000000000001
16.13.16.048.00,0.03441176470588235
16.13.16.049.00,0.8803846153846154
16.13.17.001.00,0.04040816326530612
16.13.17.002.00,0.2318181818181818
16.13.17.003.00,0.07777777777777778
16.13.17.004.01,0.09952380952380951
16.13.17.004.02,0.12
16.13.17.005.00,0.11875
16.13.17.006.00,0.10962962962962963
16.13.17.007.00,0.11732394366197184
16.13.17.008.00,0.1425
16.13.17.009.00,0.66575
16.13.17.010.00,0.06961538461538462
16.13.17.011.00,0.11588235294117646
16.13.17.013.00,0.13119999999999998
16.13.17.014.00,0.18602409638554218
16.13.17.015.00,0.23326923076923078
16.13.17.016.00,0.49492537313432833
16.13.17.017.01,0.40615384615384614
16.13.17.017.02,0.6141176470588235
16.13.17.018.00,0.11941176470588234
16.13.17.019.00,0.09727272727272727
16.13.17.020.00,0.09291666666666666
16.13.17.021.00,0.590392156862745
16.13.17.022.00,0.0
16.13.17.022.01,0.9814999999999999
16.13.17.022.02,0.8813333333333334
16.13.17.023.00,0.4568
16.13.17.024.00,0.0
16.13.17.024.01,0.5518421052631579
16.13.17.024.02,0.9666666666666667
16.13.17.025.00,0.0
16.13.17.025.01,0.530377358490566
16.13.17.025.02,1.133125
16.13.17.026.00,0.4173529411764706
16.13.17.027.00,0.1163157894736842
16.13.17.028.00,0.11
16.13.17.029.00,0.14153846153846156
16.13.17.030.00,0.0
16.13.17.030.01,0.6188679245283019
16.13.17.030.02,2.5313333333333334
16.13.17.031.00,1.4593333333333334
16.13.17.032.00,0.5687179487179487
16.13.17.033.00,0.7221052631578947
16.13.17.034.00,3.6553125
16.13.17.035.00,0.4225806451612903
16.13.17.036.00,1.9596774193548387
16.13.17.037.00,1.4863636363636366
16.13.17.038.00,0.4306060606060606
16.13.17.039.00,1.3162790697674418
16.13.17.040.00,0.9156666666666667
16.13.17.041.00,0.7825
16.13.17.042.00,0.11789473684210527
16.13.18.001.00,0.13785714285714287
16.13.18.002.00,0.0748
16.13.18.003.00,0.11214285714285714
16.13.18.004.00,0.17666666666666667
16.13.18.005.01,0.6642592592592592
16.13.18.005.02,0.6677142857142856
16.13.18.006.00,0.3854347826086957
16.13.18.007.00,0.2693939393939394
16.13.18.008.00,0.16874999999999998
16.13.18.009.00,0.0661764705882353
16.13.18.010.00,0.14935483870967742
16.13.18.011.00,0.5572222222222223
16.13.18.012.00,0.48017543859649126
16.13.18.013.00,0.0
16.13.18.014.00,1.0250000000000001
16.13.18.015.00,0.09783783783783784
16.13.18.017.00,1.010888888888889
16.13.18.019.00,0.33809523809523806
16.13.18.020.01,0.22108108108108107
16.13.18.021.00,0.321578947368421
16.13.18.022.00,0.8119444444444445
16.13.18.023.00,0.317
16.13.18.024.00,0.17250000000000001
16.13.18.025.00,0.24444444444444444
16.13.18.026.00,0.5492156862745098
16.13.18.027.00,1.0236956521739131
16.13.18.028.00,0.6974193548387096
16.13.18.029.00,0.575609756097561
16.13.18.030.00,0.10567567567567566
16.13.18.031.00,0.10542857142857143
16.13.18.032.00,0.31303030303030305
16.13.18.033.00,0.2606896551724138
16.13.18.034.00,0.3025806451612903
16.13.18.035.00,0.46138888888888885
16.13.18.036.00,0.0
16.13.18.037.00,1.1165625
16.13.18.038.00,0.6396969696969697
16.13.18.039.00,0.8011428571428572
16.13.18.040.00,0.15027027027027026
16.13.18.041.00,0.07428571428571427
16.13.18.042.00,0.054285714285714284
16.13.18.043.00,0.10933333333333334
16.13.18.044.00,0.15666666666666668
16.13.18.045.00,0.46375
16.13.18.046.00,0.1776470588235294
16.13.18.047.00,0.7417391304347827
16.13.18.048.00,0.31108108108108107
16.13.18.049.00,0.2207142857142857
16.13.18.050.00,0.028095238095238093
16.13.18.051.00,0.16578947368421054
16.13.18.052.00,0.3166666666666667
16.13.18.053.00,0.023333333333333334
16.13.18.054.00,0.0676
16.13.18.055.00,0.13499999999999998
16.13.18.056.00,0.37516129032258067
16.13.18.057.00,0.23925925925925923
16.13.18.058.00,0.20777777777777778
16.13.18.059.00,0.0753125
16.13.18.060.00,0.35727272727272724
16.13.18.061.00,0.3893333333333333
16.13.18.063.00,0.2975675675675676
16.13.18.064.00,0.37058823529411766
16.13.18.065.00,0.2188679245283019
16.13.18.066.00,0.39647058823529413
16.13.18.067.00,0.5527586206896552
16.13.18.068.00,0.12869565217391304
16.13.18.069.00,0.08043478260869565
16.13.18.070.00,0.13
16.13.18.071.00,0.16125
16.13.18.072.00,0.5457142857142857
16.13.18.073.00,0.3470967741935484
16.13.19.001.00,0.4596363636363637
16.13.19.002.00,0.050588235294117656
16.13.19.003.00,0.0559375
16.13.19.004.00,0.3368421052631579
16.13.19.004.01,0.051304347826086956
16.13.19.004.02,0.7478947368421053
16.13.19.005.00,0.522972972972973
16.13.19.006.00,0.19047619047619047
16.13.19.007.00,0.5236170212765957
16.13.19.008.00,0.22578947368421054
16.13.19.008.01,1.3066666666666666
16.13.19.008.02,0.0
16.13.19.009.00,0.10277777777777779
16.13.19.010.00,0.03657894736842105
16.13.19.011.00,0.29508196721311475
16.13.19.012.00,0.5382278481012659
16.13.19.013.00,0.08081081081081082
16.13.19.014.00,0.14339622641509434
16.13.19.015.00,0.13425925925925927
16.13.19.016.00,0.09565217391304348
16.13.19.017.00,0.6589130434782609
16.13.19.018.00,0.06705882352941175
16.13.19.019.00,0.07636363636363637
16.13.19.020.00,0.07425531914893617
16.13.19.021.00,0.7611111111111111
16.13.19.022.00,0.44703703703703707
16.13.19.023.00,0.4257142857142857
16.13.19.024.00,0.10047619047619047
16.13.19.025.00,0.0923529411764706
16.13.19.026.00,1.0131999999999999
16.13.19.027.00,0.0
16.13.19.028.00,0.053
16.13.19.029.00,0.10558823529411765
16.13.19.030.00,0.32611111111111113
16.13.19.031.00,0.46814814814814815
16.13.19.032.00,0.0
16.13.19.033.00,0.25636363636363635
16.13.19.034.00,0.1011764705882353
16.13.19.035.00,0.1379245283018868
16.13.19.036.00,0.1290625
16.13.19.037.00,0.19727272727272727
16.13.19.038.00,0.2258992805755396
16.13.19.039.00,1.2373076923076924
16.13.19.040.00,634.3151428571429
16.13.19.041.00,0.08137254901960785
16.13.19.043.00,0.31153846153846154
16.13.19.044.00,0.09777777777777778
16.13.19.045.00,0.09342105263157895
16.13.19.046.00,0.0
16.13.19.047.00,0.0
16.13.19.048.00,0.0
16.13.19.054.00,0.11114285714285714
16.13.19.055.00,0.033
16.13.19.056.00,0.26137096774193547
16.13.19.057.00,0.40555555555555556
16.13.19.058.00,0.4175925925925925
22.47.01.001.01,56.10865384615386
22.47.01.001.02,0.0
22.47.01.002.00,0.3103205128205128
22.47.01.003.00,0.5803370786516854
22.47.01.004.00,0.6401515151515151
22.47.01.005.00,0.38791666666666663
22.47.01.006.01,0.0
22.47.01.006.02,0.7265384615384616
22.47.01.007.01,0.25056603773584907
22.47.01.007.02,0.6304
22.47.01.008.00,0.126875
22.47.01.009.00,0.22199999999999998
22.47.01.010.00,0.41583333333333333
22.47.01.011.00,0.5658620689655173
22.47.01.012.00,0.27294117647058824
22.47.01.013.00,0.0
22.47.01.013.01,0.5466129032258065
22.47.01.014.00,0.0
22.47.01.015.00,0.48854166666666665
22.47.01.016.00,0.08529411764705883
22.47.01.017.00,0.16075471698113206
22.47.01.018.00,0.11837209302325581
22.47.01.019.00,0.238
22.47.01.023.00,0.08499999999999999
22.47.01.024.00,0.29347826086956524
22.47.01.025.00,0.18303030303030304
22.47.01.026.00,0.09789473684210527
22.47.01.027.00,0.286
22.47.01.028.00,0.2030232558139535
22.47.01.030.00,0.05399999999999999
22.47.01.031.00,0.05078947368421052
22.47.01.032.00,0.06066666666666667
22.47.01.033.00,0.0
22.47.01.035.00,0.3384615384615385
22.47.01.037.00,0.29058823529411765
22.47.01.038.01,0.13807692307692307
22.47.03.001.00,0.0
22.47.03.002.00,0.0
22.47.03.004.00,0.0
22.47.05.001.00,0.16544117647058823
22.47.05.002.00,0.319375
22.47.05.003.00,0.34181818181818185
22.47.05.004.00,1.0274757281553397
22.47.05.005.00,1.490084745762712
22.47.05.006.01,0.2847272727272727
22.47.05.007.01,0.2882692307692308
22.47.05.007.02,0.3769090909090909
22.47.10.001.00,1.4837113402061854
22.47.10.002.00,1.3773015873015872
22.47.10.003.00,1.4258579881656805
22.47.10.004.00,0.7792929292929294
22.47.10.005.02,1.038314606741573
22.47.10.006.01,0.6654166666666667
22.47.10.006.02,1.308076923076923
22.47.10.007.00,0.2764423076923077
22.47.10.008.00,0.21278481012658226
22.47.10.009.00,1.3765714285714286
22.47.10.010.00,0.9211428571428572
22.47.10.011.01,0.9094444444444444
22.47.10.011.02,0.6845454545454546
22.47.10.012.01,0.8056756756756757
22.47.10.012.02,1.329245283018868
22.47.10.013.01,0.0
22.47.10.014.00,1.4023076923076923
22.47.10.015.01,0.9501851851851852
22.47.10.016.00,1.2143125000000001
22.47.10.017.00,1.3988888888888888
22.47.10.018.00,0.6975
22.47.10.019.00,1.4383333333333332
22.47.11.001.00,0.5293269230769231
22.47.11.002.00,0.1959550561797753
22.47.11.003.00,0.43183006535947716
22.47.11.004.00,0.2633333333333333
22.47.11.005.00,0.27740740740740744
22.47.11.006.00,0.2988118811881188
22.47.11.007.00,0.0
22.47.11.007.01,1.7076923076923076
22.47.11.007.02,0.0
22.47.11.008.00,0.1514864864864865
22.47.11.009.00,0.17157894736842105
22.47.11.010.00,0.3844927536231884
22.47.11.011.01,0.32725
22.47.11.011.03,0.22318181818181818
22.47.11.011.04,0.05529411764705882
22.47.11.013.00,0.4119047619047619
22.47.11.014.00,0.36670103092783507
22.47.11.015.00,0.3141333333333333
22.47.11.016.00,0.38885714285714285
22.47.11.017.00,0.45161290322580644
22.47.11.018.00,0.48738095238095236
22.47.11.019.00,0.35605263157894734
22.47.11.020.00,0.4027777777777778
22.47.11.021.00,0.3425714285714286
22.47.11.022.00,0.40783783783783784
22.47.11.023.00,0.4255882352941176
22.47.11.024.00,0.3083333333333333
22.47.11.025.00,0.5082926829268293
22.47.11.025.01,0.07461538461538461
22.47.11.025.02,0.0
22.47.11.026.00,0.3393333333333333
22.47.11.027.00,0.14902439024390246
22.47.11.028.00,0.28285714285714286
22.47.11.029.01,0.4064
22.47.11.029.02,0.44802816901408454
22.47.11.029.03,0.036
22.47.11.030.01,0.3166
22.47.11.030.02,1.0068253968253968
22.47.11.031.00,0.41474358974358977
22.47.11.032.00,0.3151388888888889
22.47.11.033.01,0.3674766355140187
22.47.11.033.02,0.36363636363636365
36.01.20.001.00,0.5527272727272727
36.01.20.002.00,0.155
36.01.20.003.00,0.0
36.01.20.004.00,0.31684210526315787
36.01.20.004.01,0.19666666666666666
36.01.20.005.00,2.8958620689655175
36.01.20.006.00,3.8895999999999997
36.01.20.007.00,0.473
36.01.20.009.00,4.1016
36.01.21.001.00,0.758888888888889
36.01.21.002.00,2.319473684210526
36.01.21.003.00,3.033888888888889
36.01.21.004.00,3.1413333333333333
36.01.21.005.00,2.3621052631578947
36.01.21.006.00,1.7085714285714284
36.01.21.007.00,3.250588235294118
36.01.21.008.00,0.9868292682926829
36.01.21.009.00,0.9462
36.01.21.010.00,2.799285714285714
36.01.21.011.00,1.200952380952381
36.01.21.012.00,1.2849180327868852
36.01.21.013.00,0.7028787878787879
36.01.21.014.00,4.251
36.01.21.015.00,4.591
