field,yield_fact
02.09.09.025.00,1.3521666666666665
02.09.12.009.00,2.0258
02.09.12.017.00,1.5025499999999998
02.09.12.020.00,1.4886666666666666
02.09.12.021.01,1.4169166666666666
02.09.12.023.01,0.021
02.09.12.023.02,0.028
02.09.12.024.00,1.9324375
02.09.12.028.00,1.8485833333333332
02.09.12.029.00,1.665125
02.12.07.042.00,1.652
02.12.07.043.00,2.1175
02.12.07.044.00,2.1606666666666663
02.12.11.001.00,0.644
02.12.11.003.00,0.7315
02.12.11.004.00,0.5483333333333333
02.12.11.005.00,0.252
02.12.11.006.00,0.287
02.23.03.002.00,4.9384146341463415
02.23.03.004.00,5.6378
02.23.03.007.00,0.008400000000000001
02.23.03.008.00,5.80130303030303
02.23.03.011.01,0.0105
02.23.03.011.02,4.76
02.23.03.012.00,2.7452727272727273
02.23.03.014.00,0.431
02.23.03.015.00,0.49
02.23.03.016.00,0.016333333333333335
02.23.03.017.00,7.27825
02.23.03.018.00,0.021
02.23.03.019.00,6.183210526315789
02.23.03.021.00,4.8999999999999995
02.23.03.022.00,0.977
02.23.03.023.01,0.1365
02.23.03.023.02,0.014
02.23.03.024.00,5.051666666666667
02.23.03.025.00,6.188
02.23.03.026.00,3.591
02.23.03.027.00,0.00875
02.23.03.030.00,5.3307692307692305
02.23.03.030.01,7.75775
02.23.09.001.00,1.4
02.23.09.002.00,1.5983333333333334
02.23.09.005.00,0.014
02.23.11.003.00,1.9179999999999997
02.23.11.009.00,3.49125
02.23.11.010.00,3.136
02.23.11.011.01,2.3905
02.23.11.011.02,2.0552
02.23.11.013.00,1.897
02.23.11.015.00,2.01775
02.23.11.017.00,2.09125
02.23.11.026.00,2.3760000000000003
02.23.11.027.00,1.9180000000000001
02.23.11.028.00,1.5819999999999999
02.23.11.030.00,2.702
02.23.11.032.02,3.028
02.23.11.035.00,2.2575
02.23.11.036.00,1.393
02.23.11.037.00,0.798
02.23.11.040.00,1.547
02.23.11.041.00,1.421
02.23.11.044.00,3.869833333333333
02.23.11.045.01,1.8094999999999999
02.23.11.045.02,2.2596
02.23.11.045.03,2.7048
02.23.11.047.00,4.4887500000000005
02.23.11.049.01,5.229
02.23.11.049.02,3.087
02.23.11.049.03,1.12
02.23.11.050.00,3.227
02.23.11.052.00,5.3151875
02.23.11.053.00,5.457846153846154
02.23.11.054.00,2.912
02.23.11.059.00,0.011375000000000001
02.23.11.060.00,5.593
02.23.11.061.00,5.20975
16.13.11.001.00,2.0404999999999998
16.13.11.002.00,1.659
16.13.11.003.00,2.457
16.13.11.004.00,4.48
16.13.11.009.00,1.5434999999999999
16.13.12.003.01,2.2176
16.13.12.004.00,2.366
16.13.12.006.00,3.728666666666667
16.13.12.007.00,2.9645
16.13.12.011.00,0.812
16.13.12.012.00,1.848
16.13.12.013.00,3.81137037037037
16.13.12.014.00,1.498
16.13.12.015.00,1.2530000000000001
16.13.12.016.00,1.4769999999999999
16.13.12.017.00,1.3692
16.13.12.019.00,1.519
16.13.12.020.00,2.254
16.13.12.021.00,1.309
16.13.12.022.00,2.121
16.13.12.023.00,3.603444444444444
16.13.12.024.00,3.8601111111111113
16.13.12.025.00,3.3775
16.13.12.026.00,1.491
16.13.12.027.00,1.197
16.13.12.028.00,3.22
16.13.12.029.00,1.96
16.13.12.030.00,1.106
16.13.12.031.00,4.095777777777778
16.13.12.032.00,1.935888888888889
16.13.12.033.00,1.246
16.13.12.035.00,3.792764705882353
16.13.12.036.00,3.787
16.13.12.037.00,3.9438518518518517
16.13.12.038.00,4.071941176470588
16.13.12.039.00,1.2425000000000002
16.13.12.040.00,0.9932222222222222
16.13.12.041.00,0.7587222222222222
16.13.12.042.00,3.9990588235294116
16.13.12.043.00,3.7121875
16.13.12.044.00,1.2063333333333333
16.13.12.045.00,1.5008
16.13.12.046.00,1.45425
16.13.12.047.00,0.7797222222222222
16.13.12.048.00,0.5537777777777778
16.13.12.049.00,0.476
16.13.12.052.00,3.417555555555556
16.13.12.053.00,0.45499999999999996
16.13.12.054.00,0.721
16.13.12.055.00,0.56
16.13.12.056.00,1.3552777777777778
16.13.12.057.00,0.5425
16.13.12.058.00,0.45499999999999996
16.13.12.059.00,1.5805
16.13.12.060.00,3.9444999999999997
16.13.12.061.00,3.4696666666666665
16.13.12.062.01,3.3716666666666666
16.13.12.062.02,3.885
16.13.12.064.00,3.612
16.13.12.065.00,0.6818
16.13.12.066.00,2.2136153846153843
16.13.12.067.00,1.0279500000000001
16.13.12.068.00,2.08425
16.13.12.069.00,1.8375
16.13.12.070.00,1.331909090909091
16.13.12.071.00,1.799
16.13.12.072.00,1.7873333333333334
16.13.13.010.00,2.38
16.13.13.012.00,2.5573333333333332
16.13.13.013.00,2.66
16.13.13.014.00,3.392666666666667
16.13.13.015.00,3.091666666666667
16.13.13.016.00,1.246
16.13.13.017.00,3.3320000000000003
16.13.13.018.00,1.1375
16.13.13.019.00,1.5463
16.13.13.020.00,2.821
16.13.13.022.00,0.672
16.13.13.023.00,3.2293333333333334
16.13.13.024.00,2.8320000000000003
16.13.13.025.00,3.0373636363636365
16.13.13.026.00,1.8585
16.13.13.027.00,2.442222222222222
16.13.13.028.00,2.2413999999999996
16.13.13.029.00,11.3218
16.13.13.030.00,5.244400000000001
16.13.13.031.00,5.049333333333333
16.13.13.032.00,4.723999999999999
16.13.13.033.00,6.431
16.13.13.034.00,3.2636153846153846
16.13.13.035.00,3.7555
16.13.13.036.00,2.9154999999999998
16.13.13.037.00,2.2482727272727274
16.13.13.038.00,2.38
16.13.13.039.00,4.024363636363637
16.13.13.040.00,4.0005
16.13.13.041.00,5.726
16.13.13.042.00,2.1536666666666666
16.13.13.043.00,2.46575
16.13.13.044.00,4.010533333333333
16.13.13.045.01,1.6247777777777777
16.13.13.045.02,0.84
16.13.13.045.03,1.078
16.13.13.045.04,4.816
16.13.13.046.01,2.009
16.13.13.046.02,2.135
16.13.13.046.03,2.373
16.13.13.046.04,2.94
16.13.13.047.00,4.657333333333333
16.13.13.048.00,2.266833333333333
16.13.13.050.00,4.982444444444444
16.13.13.051.00,0.9298333333333334
16.13.13.052.00,0.175
16.13.15.001.00,1.7966666666666666
16.13.15.002.00,2.2358000000000002
16.13.15.004.00,2.8
16.13.15.005.00,4.6452
16.13.15.006.00,4.27
16.13.15.007.00,4.7370909090909095
16.13.15.008.00,1.7864
16.13.15.009.00,0.7644
16.13.15.010.00,2.24
16.13.15.011.00,2.268
16.13.15.012.00,0.9785999999999999
16.13.15.013.00,8.049299999999999
16.13.15.014.00,0.699
16.13.15.015.00,0.6615
16.13.15.016.00,1.3136666666666665
16.13.15.017.00,6.640666666666667
16.13.15.018.00,0.595
16.13.15.020.00,0.8108333333333334
16.13.15.021.00,0.501375
16.13.15.022.00,5.896333333333334
16.13.16.001.00,2.7314
16.13.16.002.00,1.8921875
16.13.16.003.00,4.4604
16.13.16.004.00,4.7782
16.13.16.006.00,1.630125
16.13.16.007.00,2.0412
16.13.16.008.08,0.455
16.13.16.008.09,0.623
16.13.16.009.00,0.917
16.13.16.010.00,0.329
16.13.16.011.00,0.133
16.13.16.012.00,0.392
16.13.16.013.00,0.504
16.13.16.014.00,0.42
16.13.16.015.00,1.7328181818181818
16.13.16.016.00,1.695590909090909
16.13.16.017.00,2.353521739130435
16.13.16.018.00,3.3129999999999997
16.13.16.019.00,3.5595
16.13.16.020.00,3.045
16.13.16.021.00,5.8891
16.13.16.023.00,2.0755
16.13.16.024.00,2.72825
16.13.16.025.00,4.290176470588235
16.13.16.026.00,3.1395
16.13.16.027.00,4.592
16.13.16.028.00,7.455000000000001
16.13.16.029.00,2.6173636363636366
16.13.16.030.00,4.2595
16.13.16.031.00,4.71975
16.13.16.032.00,1.7843636363636364
16.13.16.033.00,5.9639999999999995
16.13.16.034.00,1.8355555555555556
16.13.16.035.00,1.7686666666666666
16.13.16.036.00,1.9243636363636363
16.13.16.037.00,1.414
16.13.16.038.00,2.572111111111111
16.13.16.039.00,2.6234444444444445
16.13.16.040.00,0.982625
16.13.16.041.00,1.3632499999999999
16.13.16.042.00,2.2950000000000004
16.13.16.043.00,1.806
16.13.16.044.00,3.13775
16.13.16.045.00,2.358
16.13.16.046.00,2.184
16.13.16.047.00,1.756125
16.13.16.048.00,0.39200000000000007
16.13.16.049.00,7.625333333333334
16.13.17.001.00,1.981
16.13.17.002.00,2.548
16.13.17.003.00,2.1
16.13.17.004.01,2.093
16.13.17.004.02,2.275
16.13.17.005.00,1.904
16.13.17.006.00,0.9823333333333334
16.13.17.007.00,1.1929999999999998
16.13.17.008.00,1.544
16.13.17.009.00,1.4820555555555555
16.13.17.010.00,1.806
16.13.17.011.00,1.974
16.13.17.013.00,1.3117999999999999
16.13.17.014.00,1.102
16.13.17.015.00,2.0195000000000003
16.13.17.016.00,3.6835555555555555
16.13.17.017.01,3.771
16.13.17.017.02,5.222
16.13.17.018.00,2.03
16.13.17.019.00,2.135
16.13.17.020.00,2.233
16.13.17.021.00,3.01035
16.13.17.022.01,3.9228
16.13.17.022.02,4.407666666666667
16.13.17.023.00,2.85425
16.13.17.024.01,4.193
16.13.17.024.02,4.832333333333334
16.13.17.025.01,4.015
16.13.17.025.02,6.043333333333333
16.13.17.026.00,4.729666666666667
16.13.17.027.00,2.212
16.13.17.028.00,1.0266666666666666
16.13.17.029.00,1.841
16.13.17.030.01,4.099375
16.13.17.030.02,12.658333333333333
16.13.17.031.00,7.2940000000000005
16.13.17.032.00,1.8485833333333332
16.13.17.033.00,3.6582
16.13.17.034.00,14.623000000000001
16.13.17.035.00,2.6222000000000003
16.13.17.036.00,10.1255
16.13.17.037.00,8.176
16.13.17.038.00,2.842
16.13.17.039.00,4.354
16.13.17.040.00,5.495
16.13.17.041.00,3.1310000000000002
16.13.17.042.00,2.24
16.13.18.001.00,1.9285
16.13.18.002.00,0.469
16.13.18.003.00,1.0476666666666665
16.13.18.004.00,1.0612
16.13.18.005.01,5.979166666666667
16.13.18.005.02,5.8415
16.13.18.006.00,2.21725
16.13.18.007.00,2.2225
16.13.18.008.00,1.0115
16.13.18.009.00,0.5635
16.13.18.010.00,1.15675
16.13.18.011.00,4.013800000000001
16.13.18.012.00,2.486909090909091
16.13.18.014.00,5.63675
16.13.18.015.00,0.9047499999999999
16.13.18.017.00,6.494999999999999
16.13.18.019.00,1.7745
16.13.18.020.01,1.6324
16.13.18.021.00,4.074000000000001
16.13.18.022.00,4.1770000000000005
16.13.18.023.00,1.9026
16.13.18.024.00,1.2075
16.13.18.025.00,1.3188
16.13.18.026.00,3.502625
16.13.18.027.00,3.1392666666666664
16.13.18.028.00,3.6038333333333328
16.13.18.029.00,2.6195555555555554
16.13.18.030.00,0.7853999999999999
16.13.18.031.00,0.9205
16.13.18.032.00,2.0636
16.13.18.033.00,1.89
16.13.18.034.00,2.3449999999999998
16.13.18.035.00,1.1835
16.13.18.037.00,2.9773333333333336
16.13.18.038.00,1.918
16.13.18.039.00,2.3362499999999997
16.13.18.040.00,1.3895
16.13.18.041.00,0.91175
16.13.18.042.00,0.3815
16.13.18.043.00,0.5459999999999999
16.13.18.044.00,0.63
16.13.18.045.00,1.855
16.13.18.046.00,0.6034
16.13.18.047.00,4.2665
16.13.18.048.00,2.303
16.13.18.049.00,1.0266666666666666
16.13.18.050.00,0.588
16.13.18.051.00,0.63
16.13.18.052.00,1.1071666666666666
16.13.18.053.00,0.14
16.13.18.054.00,0.4235
16.13.18.055.00,1.3463333333333332
16.13.18.056.00,1.4533749999999999
16.13.18.057.00,1.0756666666666668
16.13.18.058.00,0.93625
16.13.18.059.00,0.8003333333333332
16.13.18.060.00,1.3074444444444444
16.13.18.061.00,1.1662
16.13.18.063.00,1.0997
16.13.18.064.00,1.575875
16.13.18.065.00,0.9660000000000001
16.13.18.066.00,1.68175
16.13.18.067.00,1.459818181818182
16.13.18.068.00,0.7384999999999999
16.13.18.069.00,0.45849999999999996
16.13.18.070.00,0.6244
16.13.18.071.00,0.7727999999999999
16.13.18.072.00,7.644
16.13.18.073.00,5.376
16.13.19.001.00,1.4031111111111112
16.13.19.002.00,0.8575
16.13.19.003.00,0.896
16.13.19.004.00,0.913
16.13.19.004.01,1.176
16.13.19.004.02,1.575
16.13.19.005.00,1.0776111111111113
16.13.19.006.00,1.3346666666666664
16.13.19.007.00,1.368111111111111
16.13.19.008.00,1.4303333333333335
16.13.19.008.01,1.3066666666666666
16.13.19.009.00,1.232
16.13.19.010.00,1.386
16.13.19.011.00,1.1969999999999998
16.13.19.012.00,1.4666206896551726
16.13.19.013.00,1.498
16.13.19.014.00,0.952
16.13.19.015.00,1.2075
16.13.19.016.00,1.463
16.13.19.017.00,1.7833529411764706
16.13.19.018.00,1.141
16.13.19.019.00,1.1199999999999999
16.13.19.020.00,1.162
16.13.19.021.00,1.904777777777778
16.13.19.022.00,1.8109000000000002
16.13.19.023.00,2.152111111111111
16.13.19.024.00,1.407
16.13.19.025.00,1.568
16.13.19.026.00,1.8752222222222221
16.13.19.028.00,1.323
16.13.19.029.00,1.7955
16.13.19.030.00,1.1753
16.13.19.031.00,1.0276756756756757
16.13.19.033.00,1.8760000000000001
16.13.19.034.00,1.722
16.13.19.035.00,0.6618181818181819
16.13.19.036.00,1.3766666666666667
16.13.19.037.00,3.255
16.13.19.038.00,1.6501578947368423
16.13.19.039.00,3.5731111111111113
16.13.19.041.00,1.3790000000000002
16.13.19.043.00,1.0662105263157895
16.13.19.044.00,1.7570000000000001
16.13.19.045.00,1.771
16.13.19.054.00,1.2926666666666666
16.13.19.055.00,1.645
16.13.19.056.00,1.6177
16.13.19.057.00,2.5557000000000003
16.13.19.058.00,2.5083333333333333
22.47.01.001.01,2.454
22.47.01.002.00,1.6693793103448276
22.47.01.003.00,2.58405
22.47.01.004.00,3.0180000000000002
22.47.01.005.00,2.66
22.47.01.006.02,2.097666666666667
22.47.01.007.01,1.8960000000000001
22.47.01.007.02,2.25
22.47.01.008.00,2.03
22.47.01.009.00,2.219875
22.47.01.010.00,2.49375
22.47.01.011.00,2.3449999999999998
22.47.01.012.00,1.5446666666666669
22.47.01.013.01,2.4194999999999998
22.47.01.015.00,2.93125
22.47.01.016.00,1.449
22.47.01.017.00,2.12975
22.47.01.018.00,2.541
22.47.01.019.00,2.38
22.47.01.023.00,2.205
22.47.01.024.00,2.6992000000000003
22.47.01.025.00,3.0205
22.47.01.026.00,1.855
22.47.01.027.00,2.858333333333333
22.47.01.028.00,2.1822500000000002
22.47.01.030.00,1.484
22.47.01.031.00,1.932
22.47.01.032.00,1.3615
22.47.01.035.00,1.6913076923076922
22.47.01.037.00,2.471
22.47.01.038.01,3.591
22.47.05.001.00,1.606
22.47.05.002.00,2.0425999999999997
22.47.05.003.00,2.35025
22.47.05.004.00,8.139923076923077
22.47.05.005.00,8.792
22.47.05.006.01,2.238
22.47.05.007.01,2.141
22.47.05.007.02,6.911333333333334
22.47.10.001.00,7.575473684210526
22.47.10.002.00,6.674230769230769
22.47.10.003.00,5.127127659574468
22.47.10.004.00,3.353913043478261
22.47.10.005.02,6.6000000000000005
22.47.10.006.01,5.3235
22.47.10.006.02,6.8004999999999995
22.47.10.007.00,3.5945
22.47.10.008.00,1.8674444444444442
22.47.10.009.00,6.883
22.47.10.010.00,4.031125
22.47.10.011.01,6.139
22.47.10.011.02,6.022799999999999
22.47.10.012.01,5.9612
22.47.10.012.02,6.405636363636364
22.47.10.014.00,6.714842105263158
22.47.10.015.01,5.6995555555555555
22.47.10.016.00,8.831772727272728
22.47.10.017.00,7.193
22.47.10.018.00,5.579000000000001
22.47.10.019.00,7.189
22.47.11.001.00,2.2925
22.47.11.002.00,1.0261176470588236
22.47.11.003.00,1.8345833333333335
22.47.11.004.00,1.666
22.47.11.005.00,1.3605454545454547
22.47.11.006.00,1.040103448275862
22.47.11.007.01,2.466333333333333
22.47.11.008.00,1.0194545454545454
22.47.11.009.00,0.8779615384615386
22.47.11.010.00,1.8945
22.47.11.011.01,1.0914166666666667
22.47.11.011.03,1.22675
22.47.11.011.04,0.938
22.47.11.013.00,1.852
22.47.11.014.00,1.8704736842105263
22.47.11.015.00,5.88875
22.47.11.016.00,1.941
22.47.11.017.00,2.0
22.47.11.018.00,1.7056666666666667
22.47.11.019.00,2.2528333333333337
22.47.11.020.00,2.071
22.47.11.021.00,2.000833333333333
22.47.11.022.00,2.154
22.47.11.023.00,2.066
22.47.11.024.00,2.1548333333333334
22.47.11.025.00,2.60575
22.47.11.025.01,0.973
22.47.11.026.00,1.5658461538461539
22.47.11.027.00,1.0161666666666667
22.47.11.028.00,1.981
22.47.11.029.01,1.9053125
22.47.11.029.02,1.7659444444444443
22.47.11.029.03,0.182
22.47.11.030.01,5.273333333333333
22.47.11.030.02,5.2867500000000005
22.47.11.031.00,1.9019411764705882
22.47.11.032.00,1.7456923076923077
22.47.11.033.01,1.5724799999999999
22.47.11.033.02,1.9046666666666665
36.01.20.001.00,2.0241666666666664
36.01.20.002.00,0.308
36.01.20.004.00,1.0010000000000001
36.01.20.004.01,1.183
36.01.20.005.00,4.1972000000000005
36.01.20.006.00,5.721058823529411
36.01.20.007.00,5.6770000000000005
36.01.20.009.00,6.40675
36.01.21.001.00,4.552333333333333
36.01.21.002.00,5.5089999999999995
36.01.21.003.00,4.1989230769230765
36.01.21.004.00,4.711
36.01.21.005.00,3.7403333333333335
36.01.21.006.00,3.416
36.01.21.007.00,3.4531875
36.01.21.008.00,3.5176521739130435
36.01.21.009.00,5.914125
36.01.21.010.00,8.71111111111111
36.01.21.011.00,4.2011666666666665
36.01.21.012.00,7.8351
36.01.21.013.00,3.31
36.01.21.014.00,10.626
36.01.21.015.00,4.830736842105263
36.01.21.016.00,6.703083333333333
36.01.21.017.00,7.378
36.01.21.018.00,3.3222
36.01.21.019.00,9.493555555555556
36.01.21.020.00,4.272333333333333
36.01.21.020.02,2.4395
36.01.21.021.00,5.2785
36.01.21.022.00,1.568
36.01.21.022.01,4.498307692307693
36.01.21.022.02,1.9838
36.01.21.023.00,5.74
36.01.21.024.00,4.223999999999999
36.01.21.025.03,6.839
36.01.21.026.01,3.3145
36.01.21.026.02,6.4155
36.01.21.027.00,6.108666666666667
36.01.21.028.00,4.164125
36.01.21.030.00,1.9962727272727272
36.01.21.031.00,3.65225
36.01.21.033.00,2.3054347826086956
36.01.21.034.00,1.8235000000000001
36.01.21.036.00,3.283
36.01.21.037.00,4.494777777777778
36.01.21.038.00,6.514666666666667
36.01.21.039.00,7.010888888888889
36.01.21.040.00,5.2542
36.01.21.041.00,3.0919999999999996
36.01.21.044.00,4.48
36.01.21.045.01,6.475
36.01.21.045.02,5.0955
36.01.21.046.00,8.358
36.01.21.046.01,8.731333333333334
36.01.21.047.00,9.206555555555555
36.01.21.048.01,0.518
36.01.21.048.02,1.757
36.01.21.049.00,0.987
36.01.21.050.00,4.158
36.01.21.051.00,2.9078
36.01.21.052.00,6.13025
36.01.21.053.00,1.9425000000000001
36.01.21.054.00,4.963
36.01.21.055.00,1.519
36.01.21.056.00,2.772
36.01.21.057.00,1.925
36.01.21.058.00,1.288
36.01.21.059.00,0.5061
36.01.21.061.00,0.252
36.02.02.001.00,2.7076000000000002
36.02.02.002.01,2.016875
36.02.02.003.01,1.204
36.02.02.003.02,0.9776666666666666
36.02.02.004.00,1.2698
36.02.02.005.00,4.3295
36.02.02.006.01,2.2152307692307693
36.02.02.006.03,6.811
36.02.02.007.00,2.376888888888889
36.02.02.008.00,4.247
36.02.02.009.01,6.349
36.02.02.010.01,1.2654444444444444
36.02.02.011.00,1.099
36.02.02.011.01,2.842
36.02.02.012.00,1.1186
36.02.02.013.01,1.3416666666666666
36.02.02.013.02,8.197
36.02.02.014.00,5.7878333333333325
36.02.02.015.01,4.65325
36.02.02.016.01,4.494
36.02.02.016.03,5.9367
36.02.02.017.00,5.948833333333333
36.02.02.018.01,1.307923076923077
36.02.02.019.00,1.7511666666666665
36.02.02.020.00,1.4349999999999998
36.02.02.021.01,5.924947368421052
36.02.02.024.00,1.111
36.02.02.025.00,1.5726666666666667
36.02.02.025.01,5.124
36.02.02.026.00,3.5218749999999996
36.02.02.027.00,4.139333333333333
36.02.02.028.00,7.630000000000001
36.02.02.028.01,5.663
36.02.02.029.01,4.375
36.02.02.029.04,1.1357499999999998
36.02.02.030.01,7.198333333333333
36.02.02.031.01,1.07625
36.02.02.032.01,0.7583333333333333
36.02.02.032.02,1.6496666666666666
36.02.02.035.00,2.5298000000000003
36.02.02.035.01,9.912
36.02.02.036.00,5.656
36.02.02.036.01,10.073
36.02.02.037.00,4.259499999999999
36.02.02.038.00,1.2996666666666665
36.02.02.039.00,1.3965
36.02.02.040.01,1.3489
36.02.02.040.02,1.2436666666666667
36.02.02.041.01,6.884499999999999
36.02.02.042.00,1.351
36.02.02.044.00,1.0525454545454545
36.02.02.045.00,1.3678000000000001
36.02.02.046.01,2.471
36.02.02.047.01,0.0805
36.02.02.047.02,0.245
36.02.02.048.00,2.7034
36.02.02.049.00,1.6146666666666665
36.02.02.050.00,2.8000000000000003
36.02.02.051.00,1.736
36.02.02.054.01,3.79575
36.02.02.055.01,3.2106666666666666
36.02.02.055.02,0.028
36.02.02.056.00,5.11
36.02.02.057.01,5.9990000000000006
36.02.02.057.03,7.392
36.02.02.058.00,2.1559999999999997
36.02.02.059.00,1.295
36.02.02.059.01,3.604
36.02.02.062.00,3.9386666666666663
36.02.02.063.00,3.2518888888888893
36.02.02.064.00,3.3285
36.02.02.065.00,3.787
36.02.02.065.02,4.529
36.02.02.066.01,4.795
36.02.02.067.00,0.9764999999999999
36.02.02.067.01,8.575
36.02.02.068.00,1.2985
36.02.02.068.01,9.471
36.02.02.068.02,7.385
36.02.02.069.00,1.561
36.02.02.071.00,3.4626666666666672
36.02.03.001.00,3.2424
36.02.03.001.01,6.5926
36.02.03.001.03,9.562
36.02.03.002.01,3.514
36.02.03.004.00,7.42525
36.02.03.005.00,3.9025
36.02.03.006.00,6.2509999999999994
36.02.03.007.00,8.0535
36.02.03.008.00,9.17525
36.02.03.009.00,7.259
36.02.03.010.00,7.00875
36.02.03.011.00,1.9054000000000002
36.02.03.012.00,1.2436666666666667
36.02.03.013.00,1.3776875
36.02.03.014.00,1.5214500000000002
36.02.03.015.00,1.9249999999999998
36.02.03.016.00,3.41075
36.02.03.017.00,1.022
36.02.03.018.00,1.0406666666666666
36.02.03.019.00,4.5668
36.02.03.020.00,2.115076923076923
36.02.03.021.01,3.964
36.02.03.021.02,0.7396666666666666
36.02.03.022.01,2.4248000000000003
36.02.03.022.02,1.841
36.02.03.023.00,4.669
36.02.03.024.00,0.987
36.02.03.025.00,1.6683333333333332
36.02.03.026.01,2.4444
36.02.03.028.00,7.12075
36.02.03.028.01,1.5827
36.02.03.029.00,3.0765000000000002
36.02.03.030.00,6.010666666666666
36.02.03.030.02,3.966666666666667
36.02.03.031.00,1.2436666666666667
36.02.03.032.00,6.04275
36.02.03.033.00,2.5235
36.02.03.033.01,0.9835
36.02.03.034.00,5.7575
36.02.03.035.00,5.03125
36.02.03.036.00,3.827833333333333
36.02.03.037.00,5.047
36.02.03.038.00,7.284375
36.02.03.039.00,6.847166666666666
36.02.03.040.00,5.7225
36.02.03.041.00,5.854
36.02.03.042.00,0.763
36.02.03.043.00,0.882
36.02.03.044.00,6.345181818181818
36.02.03.045.00,6.674733333333333
36.02.03.046.00,1.0045
36.02.03.047.00,0.7927500000000001
36.02.03.048.00,6.1866
36.02.03.049.00,3.0415
36.02.03.050.00,4.676
36.02.03.051.00,6.727
36.02.03.053.00,3.0345
36.02.03.054.00,2.6502
36.02.03.055.00,7.434
36.02.03.056.00,7.9135
36.02.03.056.02,4.426333333333333
36.02.03.057.01,4.7964
36.02.03.057.02,1.9985
36.02.06.001.00,3.5163333333333338
36.02.06.002.01,4.046
36.02.06.003.00,2.2085
36.02.06.004.00,0.9065
36.02.06.004.01,9.205
36.02.06.005.00,4.344666666666666
36.02.06.006.00,3.507
36.02.06.007.00,2.1956666666666664
36.02.06.008.00,5.558
36.02.06.008.01,1.6309999999999998
36.02.06.009.00,2.4465
36.02.06.010.00,0.5285
36.02.06.011.00,1.2716666666666667
36.02.06.012.00,0.0805
36.02.06.013.00,3.388
36.02.06.014.00,4.974666666666667
36.02.06.015.01,0.3115
36.02.06.015.02,0.602
36.02.06.016.00,5.215
36.02.06.017.00,1.435
36.02.06.017.01,8.05
36.02.06.018.00,5.2885
36.02.06.019.00,1.113
36.02.06.020.00,3.605
36.02.06.021.00,1.83925
36.02.06.022.00,0.378
36.02.06.023.00,0.483
36.02.06.024.02,1.141
36.02.06.025.00,3.059
36.02.06.025.01,5.453
36.02.06.025.03,3.563
36.02.06.026.00,5.9325
